Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,ACS18_5yr_B03002001,ACS18_5yr_B03002002,ACS18_5yr_B03002003,ACS18_5yr_B03002004,ACS18_5yr_B03002005,ACS18_5yr_B03002006,ACS18_5yr_B03002007,ACS18_5yr_B03002008,ACS18_5yr_B03002009,ACS18_5yr_B03002010,ACS18_5yr_B03002011,ACS18_5yr_B03002012,ACS18_5yr_B03002013,ACS18_5yr_B03002014,ACS18_5yr_B03002015,ACS18_5yr_B03002016,ACS18_5yr_B03002017,ACS18_5yr_B03002018,ACS18_5yr_B03002019,ACS18_5yr_B03002020,ACS18_5yr_B03002021,ACS18_5yr_B03002001s,ACS18_5yr_B03002002s,ACS18_5yr_B03002003s,ACS18_5yr_B03002004s,ACS18_5yr_B03002005s,ACS18_5yr_B03002006s,ACS18_5yr_B03002007s,ACS18_5yr_B03002008s,ACS18_5yr_B03002009s,ACS18_5yr_B03002010s,ACS18_5yr_B03002011s,ACS18_5yr_B03002012s,ACS18_5yr_B03002013s,ACS18_5yr_B03002014s,ACS18_5yr_B03002015s,ACS18_5yr_B03002016s,ACS18_5yr_B03002017s,ACS18_5yr_B03002018s,ACS18_5yr_B03002019s,ACS18_5yr_B03002020s,ACS18_5yr_B03002021s,ACS18_5yr_B25003001,ACS18_5yr_B25003002,ACS18_5yr_B25003003,ACS18_5yr_B25003001s,ACS18_5yr_B25003002s,ACS18_5yr_B25003003s
"06037226001","14000US06037226001","Census Tract 2260.01","Census Tract 2260.01, Los Angeles County, California","ca","140","00","ACSSF","0004571",,,,,"06","037",,,,"226001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2531,245,5,230,10,0,0,0,0,0,0,2286,901,0,39,0,0,1346,0,0,0,157.5758,83.63636,4.848485,84.24242,9.69697,7.272727,7.272727,7.272727,7.272727,7.272727,7.272727,171.5152,152.7273,7.272727,39.39394,7.272727,7.272727,196.9697,7.272727,7.272727,7.272727,548,100,448,23.0303,26.06061,33.93939
"06037226002","14000US06037226002","Census Tract 2260.02","Census Tract 2260.02, Los Angeles County, California","ca","140","00","ACSSF","0004572",,,,,"06","037",,,,"226002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1754,1008,560,214,0,125,0,0,109,0,109,746,259,0,6,0,0,438,43,19,24,125.4545,84.24242,80,34.54546,7.272727,30.30303,7.272727,7.272727,24.24242,7.272727,24.24242,135.7576,83.63636,7.272727,5.454545,7.272727,7.272727,113.9394,24.24242,13.93939,19.39394,1096,137,959,38.18182,29.09091,43.63636
"06037226410","14000US06037226410","Census Tract 2264.10","Census Tract 2264.10, Los Angeles County, California","ca","140","00","ACSSF","0004573",,,,,"06","037",,,,"226410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3501,52,7,18,0,27,0,0,0,0,0,3449,1697,0,21,0,0,1731,0,0,0,188.4848,20,6.060606,10.30303,7.272727,16.36364,7.272727,7.272727,7.272727,7.272727,7.272727,193.3333,203.6364,7.272727,12.12121,7.272727,7.272727,232.1212,7.272727,7.272727,7.272727,872,118,754,20,23.0303,27.87879
"06037226420","14000US06037226420","Census Tract 2264.20","Census Tract 2264.20, Los Angeles County, California","ca","140","00","ACSSF","0004574",,,,,"06","037",,,,"226420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5345,532,36,301,0,186,9,0,0,0,0,4813,2709,0,0,0,0,2065,39,39,0,300,115.7576,35.75758,118.7879,10.30303,76.9697,8.484848,10.30303,10.30303,10.30303,10.30303,306.6667,345.4546,10.30303,10.30303,10.30303,10.30303,370.9091,36.36364,36.36364,10.30303,1269,219,1050,46.66667,43.0303,63.0303
"06037226700","14000US06037226700","Census Tract 2267","Census Tract 2267, Los Angeles County, California","ca","140","00","ACSSF","0004575",,,,,"06","037",,,,"226700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7640,199,0,156,0,36,0,0,7,0,7,7441,4459,23,0,0,0,2828,131,53,78,403.6364,88.48485,10.30303,80.60606,10.30303,30.90909,10.30303,10.30303,7.272727,10.30303,7.272727,418.1818,589.697,20.60606,10.30303,10.30303,10.30303,480,73.33334,44.24242,57.57576,1463,301,1162,35.15152,66.66666,76.9697
"06037227010","14000US06037227010","Census Tract 2270.10","Census Tract 2270.10, Los Angeles County, California","ca","140","00","ACSSF","0004576",,,,,"06","037",,,,"227010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5552,448,41,345,62,0,0,0,0,0,0,5104,3489,0,204,0,0,1402,9,9,0,421.8182,153.3333,32.12121,146.6667,54.54546,10.30303,10.30303,10.30303,10.30303,10.30303,10.30303,469.0909,564.2424,10.30303,187.2727,10.30303,10.30303,352.1212,9.090909,9.090909,10.30303,1124,251,873,39.39394,53.93939,65.45454
"06037227020","14000US06037227020","Census Tract 2270.20","Census Tract 2270.20, Los Angeles County, California","ca","140","00","ACSSF","0004577",,,,,"06","037",,,,"227020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3647,130,14,102,0,14,0,0,0,0,0,3517,1982,0,22,0,0,1496,17,4,13,192.7273,61.21212,11.51515,60.60606,7.272727,11.51515,7.272727,7.272727,7.272727,7.272727,7.272727,209.0909,252.1212,7.272727,21.81818,7.272727,7.272727,229.697,13.33333,4.242424,12.72727,779,183,596,24.24242,36.36364,46.06061
"06037228100","14000US06037228100","Census Tract 2281","Census Tract 2281, Los Angeles County, California","ca","140","00","ACSSF","0004578",,,,,"06","037",,,,"228100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5476,434,0,434,0,0,0,0,0,0,0,5042,3007,0,0,0,0,2035,0,0,0,415.7576,101.2121,10.30303,101.2121,10.30303,10.30303,10.30303,10.30303,10.30303,10.30303,10.30303,401.2121,518.7879,10.30303,10.30303,10.30303,10.30303,364.2424,10.30303,10.30303,10.30303,1039,348,691,39.39394,62.42424,78.18182
"06037228210","14000US06037228210","Census Tract 2282.10","Census Tract 2282.10, Los Angeles County, California","ca","140","00","ACSSF","0004579",,,,,"06","037",,,,"228210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4160,465,16,364,16,69,0,0,0,0,0,3695,2168,70,86,4,0,1279,88,17,71,232.7273,56.36364,11.51515,58.18182,25.45455,29.09091,7.272727,7.272727,7.272727,7.272727,7.272727,242.4242,270.303,52.72727,58.78788,3.636364,7.272727,214.5455,42.42424,10.30303,40.60606,1020,278,742,24.24242,32.12121,37.57576
"06037228220","14000US06037228220","Census Tract 2282.20","Census Tract 2282.20, Los Angeles County, California","ca","140","00","ACSSF","0004580",,,,,"06","037",,,,"228220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4312,574,71,448,7,0,0,0,48,19,29,3738,1921,0,7,7,0,1738,65,13,52,204.8485,105.4545,34.54546,105.4545,6.666667,7.272727,7.272727,7.272727,30.30303,15.75758,26.06061,201.2121,229.0909,7.272727,6.666667,6.666667,7.272727,230.303,32.12121,13.33333,30.30303,919,309,610,29.69697,33.93939,40
"06037228310","14000US06037228310","Census Tract 2283.10","Census Tract 2283.10, Los Angeles County, California","ca","140","00","ACSSF","0004581",,,,,"06","037",,,,"228310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4518,234,38,171,4,0,0,21,0,0,0,4284,2115,3,0,0,0,2087,79,57,22,250.303,72.72727,23.63636,63.63636,3.636364,7.272727,7.272727,13.93939,7.272727,7.272727,7.272727,263.6364,253.3333,3.636364,7.272727,7.272727,7.272727,296.9697,33.33333,27.87879,19.39394,1052,229,823,22.42424,37.57576,38.18182
"06037228320","14000US06037228320","Census Tract 2283.20","Census Tract 2283.20, Los Angeles County, California","ca","140","00","ACSSF","0004582",,,,,"06","037",,,,"228320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3081,128,0,128,0,0,0,0,0,0,0,2953,1729,6,62,0,0,1114,42,38,4,160,46.06061,7.272727,46.06061,7.272727,7.272727,7.272727,7.272727,7.272727,7.272727,7.272727,164.8485,215.7576,5.454545,47.87879,7.272727,7.272727,206.6667,39.39394,38.78788,3.636364,708,193,515,26.66667,31.51515,33.33333
"06037228410","14000US06037228410","Census Tract 2284.10","Census Tract 2284.10, Los Angeles County, California","ca","140","00","ACSSF","0004583",,,,,"06","037",,,,"228410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3469,171,79,68,0,12,12,0,0,0,0,3298,1892,0,0,0,0,1323,83,55,28,193.3333,69.69697,57.57576,33.93939,7.272727,10.90909,10.30303,7.272727,7.272727,7.272727,7.272727,211.5152,238.7879,7.272727,7.272727,7.272727,7.272727,237.5758,53.33333,40,15.75758,724,219,505,21.21212,32.12121,35.75758
"06037228420","14000US06037228420","Census Tract 2284.20","Census Tract 2284.20, Los Angeles County, California","ca","140","00","ACSSF","0004584",,,,,"06","037",,,,"228420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3160,241,27,214,0,0,0,0,0,0,0,2919,1378,0,0,0,0,1534,7,7,0,192.1212,110.303,24.24242,107.8788,7.272727,7.272727,7.272727,7.272727,7.272727,7.272727,7.272727,181.2121,215.1515,7.272727,7.272727,7.272727,7.272727,196.9697,7.878788,7.878788,7.272727,701,154,547,23.0303,21.21212,30.30303
"06037228500","14000US06037228500","Census Tract 2285","Census Tract 2285, Los Angeles County, California","ca","140","00","ACSSF","0004585",,,,,"06","037",,,,"228500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5109,819,0,787,0,32,0,0,0,0,0,4290,1322,0,37,10,0,2921,0,0,0,317.5757,236.3636,10.30303,232.1212,10.30303,31.51515,10.30303,10.30303,10.30303,10.30303,10.30303,401.2121,331.5151,10.30303,38.78788,9.69697,10.30303,464.8485,10.30303,10.30303,10.30303,1164,304,860,35.75758,57.57576,61.21212
"06037228600","14000US06037228600","Census Tract 2286","Census Tract 2286, Los Angeles County, California","ca","140","00","ACSSF","0004586",,,,,"06","037",,,,"228600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5125,416,29,362,17,6,0,0,2,0,2,4709,1179,6,12,0,0,3254,258,156,102,318.7879,95.15151,18.78788,100,17.57576,3.636364,10.30303,10.30303,2.424242,10.30303,2.424242,323.0303,235.1515,6.666667,10.90909,10.30303,10.30303,386.6667,136.3636,118.7879,69.09091,1098,273,825,46.66667,60,65.45454
"06037228710","14000US06037228710","Census Tract 2287.10","Census Tract 2287.10, Los Angeles County, California","ca","140","00","ACSSF","0004587",,,,,"06","037",,,,"228710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3944,599,25,490,7,30,0,7,40,0,40,3345,1870,0,5,10,0,1436,24,24,0,227.8788,100.6061,14.54545,98.78788,6.666667,20,7.272727,6.060606,24.84848,7.272727,24.84848,241.2121,258.1818,7.272727,4.848485,11.51515,7.272727,250.9091,20.60606,20.60606,7.272727,984,238,746,34.54546,40,47.27273
"06037228720","14000US06037228720","Census Tract 2287.20","Census Tract 2287.20, Los Angeles County, California","ca","140","00","ACSSF","0004588",,,,,"06","037",,,,"228720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4835,505,29,466,0,0,0,10,0,0,0,4330,2375,14,98,12,0,1831,0,0,0,172.7273,104.8485,20,106.0606,7.272727,7.272727,7.272727,8.484848,7.272727,7.272727,7.272727,199.3939,280,9.69697,61.21212,10.90909,7.272727,249.0909,7.272727,7.272727,7.272727,1023,319,704,30.90909,35.15152,41.81818
"06037228800","14000US06037228800","Census Tract 2288","Census Tract 2288, Los Angeles County, California","ca","140","00","ACSSF","0004589",,,,,"06","037",,,,"228800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5901,462,0,450,0,0,5,0,7,0,7,5439,2609,13,0,0,0,2817,0,0,0,344.8485,132.1212,10.30303,129.0909,10.30303,10.30303,4.848485,10.30303,6.666667,10.30303,6.666667,388.4849,423.0303,12.12121,10.30303,10.30303,10.30303,401.8182,10.30303,10.30303,10.30303,1245,386,859,30.30303,56.36364,60.60606
"06037228900","14000US06037228900","Census Tract 2289","Census Tract 2289, Los Angeles County, California","ca","140","00","ACSSF","0004590",,,,,"06","037",,,,"228900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650,361,0,356,0,5,0,0,0,0,0,2289,1223,10,0,0,0,1029,27,15,12,166.0606,51.51515,7.272727,52.72727,7.272727,4.242424,7.272727,7.272727,7.272727,7.272727,7.272727,173.3333,160.6061,7.272727,7.272727,7.272727,7.272727,176.9697,16.36364,10.30303,11.51515,711,132,579,28.48485,27.27273,36.9697
"06037229100","14000US06037229100","Census Tract 2291","Census Tract 2291, Los Angeles County, California","ca","140","00","ACSSF","0004591",,,,,"06","037",,,,"229100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5232,248,44,190,0,0,0,0,14,0,14,4984,2490,0,39,0,0,2420,35,17,18,215.7576,73.33334,29.09091,64.84849,10.30303,10.30303,10.30303,10.30303,10.90909,10.30303,10.90909,232.1212,340,10.30303,36.36364,10.30303,10.30303,330.303,18.78788,9.090909,15.75758,1011,342,669,20,38.78788,36.9697
"06037229200","14000US06037229200","Census Tract 2292","Census Tract 2292, Los Angeles County, California","ca","140","00","ACSSF","0004592",,,,,"06","037",,,,"229200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4648,779,15,709,0,55,0,0,0,0,0,3869,1700,18,156,0,0,1987,8,8,0,278.7879,164.8485,13.33333,158.1818,7.272727,24.84848,7.272727,7.272727,7.272727,7.272727,7.272727,260.606,293.9394,16.9697,101.2121,7.272727,7.272727,329.0909,7.272727,7.272727,7.272727,1187,315,872,31.51515,47.27273,55.75758
"06037229300","14000US06037229300","Census Tract 2293","Census Tract 2293, Los Angeles County, California","ca","140","00","ACSSF","0004593",,,,,"06","037",,,,"229300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5753,703,42,620,6,0,0,18,17,0,17,5050,1890,36,0,0,0,3119,5,0,5,309.0909,146.6667,21.21212,151.5152,7.272727,10.30303,10.30303,17.57576,12.72727,10.30303,12.72727,311.5151,304.2424,23.63636,10.30303,10.30303,10.30303,374.5454,6.666667,10.30303,6.666667,1379,397,982,27.27273,44.24242,51.51515
"06037229410","14000US06037229410","Census Tract 2294.10","Census Tract 2294.10, Los Angeles County, California","ca","140","00","ACSSF","0004594",,,,,"06","037",,,,"229410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3571,361,25,315,0,21,0,0,0,0,0,3210,1904,0,0,0,0,1306,0,0,0,187.8788,77.57576,15.15152,86.66666,7.272727,18.18182,7.272727,7.272727,7.272727,7.272727,7.272727,203.6364,296.3636,7.272727,7.272727,7.272727,7.272727,224.2424,7.272727,7.272727,7.272727,798,180,618,34.54546,43.63636,53.33333
"06037229420","14000US06037229420","Census Tract 2294.20","Census Tract 2294.20, Los Angeles County, California","ca","140","00","ACSSF","0004595",,,,,"06","037",,,,"229420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4942,430,16,400,0,6,0,0,8,8,0,4512,1925,63,113,0,10,2401,0,0,0,272.7273,71.51515,10.90909,70.30303,7.272727,7.272727,7.272727,7.272727,6.666667,6.666667,7.272727,272.1212,230.9091,32.12121,75.15151,7.272727,9.090909,299.394,7.272727,7.272727,7.272727,1088,409,679,18.78788,39.39394,40
"06037231100","14000US06037231100","Census Tract 2311","Census Tract 2311, Los Angeles County, California","ca","140","00","ACSSF","0004596",,,,,"06","037",,,,"231100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3339,948,226,641,0,45,0,0,36,0,36,2391,1184,0,20,0,0,1187,0,0,0,332.7273,233.9394,54.54546,221.8182,7.272727,20.60606,7.272727,7.272727,26.06061,7.272727,26.06061,254.5455,215.7576,7.272727,14.54545,7.272727,7.272727,209.697,7.272727,7.272727,7.272727,685,55,630,33.33333,21.21212,40.60606
"06037231210","14000US06037231210","Census Tract 2312.10","Census Tract 2312.10, Los Angeles County, California","ca","140","00","ACSSF","0004597",,,,,"06","037",,,,"231210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3516,793,28,649,24,32,0,28,32,0,32,2723,889,42,131,0,0,1582,79,79,0,209.697,119.3939,16.36364,109.0909,22.42424,30.90909,7.272727,25.45455,23.63636,7.272727,23.63636,220,248.4848,41.21212,119.3939,7.272727,7.272727,255.7576,46.66667,46.66667,7.272727,1165,165,1000,36.36364,32.72727,47.27273
"06037231220","14000US06037231220","Census Tract 2312.20","Census Tract 2312.20, Los Angeles County, California","ca","140","00","ACSSF","0004598",,,,,"06","037",,,,"231220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4671,1508,242,1014,0,232,0,0,20,12,8,3163,1308,3,0,8,0,1819,25,0,25,388.4849,226.6667,125.4545,281.8182,7.272727,94.54546,7.272727,7.272727,15.15152,13.33333,8.484848,347.8788,217.5758,4.242424,7.272727,7.878788,7.272727,338.1818,24.24242,7.272727,24.24242,1267,125,1142,33.33333,36.36364,40.60606
"06037231300","14000US06037231300","Census Tract 2313","Census Tract 2313, Los Angeles County, California","ca","140","00","ACSSF","0004599",,,,,"06","037",,,,"231300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5444,1475,152,999,0,180,0,0,144,29,115,3969,1469,106,33,0,0,2323,38,38,0,291.5151,176.9697,66.06061,155.1515,10.30303,72.12122,10.30303,10.30303,56.9697,19.39394,49.69697,323.0303,320,70.30303,30.90909,10.30303,10.30303,363.6364,28.48485,28.48485,10.30303,1692,573,1119,29.09091,79.39394,78.18182
"06037231400","14000US06037231400","Census Tract 2314","Census Tract 2314, Los Angeles County, California","ca","140","00","ACSSF","0004600",,,,,"06","037",,,,"231400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4656,1591,118,1377,0,47,0,41,8,0,8,3065,1092,71,0,0,0,1840,62,30,32,289.697,199.3939,56.36364,189.0909,7.272727,36.36364,7.272727,38.78788,7.878788,7.272727,7.878788,301.2121,193.3333,38.78788,7.272727,7.272727,7.272727,352.1212,45.45454,30.30303,33.33333,1513,588,925,54.54546,76.9697,85.45454
"06037231500","14000US06037231500","Census Tract 2315","Census Tract 2315, Los Angeles County, California","ca","140","00","ACSSF","0004601",,,,,"06","037",,,,"231500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5095,2162,10,1874,0,165,0,35,78,10,68,2933,1251,18,77,0,0,1581,6,6,0,251.5152,207.2727,9.69697,213.3333,10.30303,52.72727,10.30303,20.60606,38.18182,9.69697,36.9697,295.7576,302.4243,12.12121,77.57576,10.30303,10.30303,287.8788,7.272727,7.272727,10.30303,1424,699,725,42.42424,56.9697,70.30303
"06037231600","14000US06037231600","Census Tract 2316","Census Tract 2316, Los Angeles County, California","ca","140","00","ACSSF","0004602",,,,,"06","037",,,,"231600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7278,2916,362,2249,0,90,0,151,64,48,16,4362,1520,44,0,0,0,2674,124,27,97,363.0303,247.8788,123.0303,256.9697,10.30303,39.39394,10.30303,66.66666,38.18182,33.33333,15.15152,380,254.5455,27.87879,10.30303,10.30303,10.30303,397.5757,87.27273,26.06061,84.84849,2038,585,1453,61.21212,68.48485,86.66666
"06037231710","14000US06037231710","Census Tract 2317.10","Census Tract 2317.10, Los Angeles County, California","ca","140","00","ACSSF","0004603",,,,,"06","037",,,,"231710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3955,544,17,447,9,2,0,69,0,0,0,3411,1852,49,35,0,0,1438,37,0,37,262.4243,140,12.12121,131.5152,8.484848,3.636364,7.272727,41.81818,7.272727,7.272727,7.272727,295.7576,281.8182,33.93939,33.33333,7.272727,7.272727,251.5152,35.75758,7.272727,35.75758,1162,104,1058,43.0303,34.54546,52.72727
"06037231720","14000US06037231720","Census Tract 2317.20","Census Tract 2317.20, Los Angeles County, California","ca","140","00","ACSSF","0004604",,,,,"06","037",,,,"231720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4937,1093,63,916,0,73,0,26,15,0,15,3844,1760,0,0,0,0,1990,94,21,73,323.6364,158.7879,41.81818,164.2424,7.272727,27.27273,7.272727,24.84848,18.78788,7.272727,18.78788,280.606,278.7879,7.272727,7.272727,7.272727,7.272727,274.5454,68.48485,17.57576,67.87878,1521,198,1323,44.24242,42.42424,58.78788
"06037231800","14000US06037231800","Census Tract 2318","Census Tract 2318, Los Angeles County, California","ca","140","00","ACSSF","0004605",,,,,"06","037",,,,"231800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5080,560,0,389,12,0,0,10,149,0,149,4520,2240,31,63,0,0,2115,71,0,71,304.8485,77.57576,10.30303,78.18182,11.51515,10.30303,10.30303,9.090909,86.06061,10.30303,86.06061,320.606,349.0909,17.57576,57.57576,10.30303,10.30303,289.697,47.27273,10.30303,47.27273,1388,189,1199,44.84848,32.72727,60.60606
"06037231900","14000US06037231900","Census Tract 2319","Census Tract 2319, Los Angeles County, California","ca","140","00","ACSSF","0004606",,,,,"06","037",,,,"231900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5576,799,31,608,22,34,0,0,104,0,104,4777,2002,15,144,0,0,2449,167,63,104,392.7273,157.5758,16.36364,145.4545,22.42424,30.30303,10.30303,10.30303,62.42424,10.30303,62.42424,438.1818,380,15.15152,87.27273,10.30303,10.30303,352.7273,84.24242,44.24242,72.12122,1489,387,1102,53.93939,75.15151,86.66666
"06037232110","14000US06037232110","Census Tract 2321.10","Census Tract 2321.10, Los Angeles County, California","ca","140","00","ACSSF","0004607",,,,,"06","037",,,,"232110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2890,487,35,432,10,3,0,0,7,0,7,2403,1444,10,0,0,0,888,61,36,25,206.0606,92.72727,27.87879,92.72727,9.090909,2.424242,7.272727,7.272727,6.666667,7.272727,6.666667,206.0606,208.4848,10.30303,7.272727,7.272727,7.272727,153.3333,26.06061,18.18182,17.57576,835,148,687,34.54546,29.69697,43.0303
"06037232120","14000US06037232120","Census Tract 2321.20","Census Tract 2321.20, Los Angeles County, California","ca","140","00","ACSSF","0004608",,,,,"06","037",,,,"232120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5987,1248,75,1006,13,153,0,0,1,0,1,4739,2533,15,9,0,0,2078,104,55,49,332.7273,208.4848,44.84848,216.3636,13.33333,130.9091,10.30303,10.30303,1.818182,10.30303,1.818182,327.8788,360.606,14.54545,7.878788,10.30303,10.30303,321.8182,59.39394,53.33333,37.57576,1389,249,1140,43.63636,46.06061,66.66666
"06037232200","14000US06037232200","Census Tract 2322","Census Tract 2322, Los Angeles County, California","ca","140","00","ACSSF","0004609",,,,,"06","037",,,,"232200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3255,1204,66,1103,0,17,0,5,13,0,13,2051,910,1,0,0,0,1124,16,14,2,195.7576,104.2424,35.75758,104.2424,7.272727,22.42424,7.272727,4.242424,11.51515,7.272727,11.51515,187.2727,156.9697,1.818182,7.272727,7.272727,7.272727,170.9091,13.33333,12.72727,1.818182,911,315,596,24.84848,44.84848,51.51515
"06037232300","14000US06037232300","Census Tract 2323","Census Tract 2323, Los Angeles County, California","ca","140","00","ACSSF","0004610",,,,,"06","037",,,,"232300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5616,1062,17,878,0,15,12,0,140,71,69,4554,2394,11,181,0,0,1902,66,64,2,596.3636,253.9394,16.9697,232.7273,10.30303,10.90909,12.12121,10.30303,78.78788,49.69697,45.45454,641.8182,424.2424,10.90909,126.6667,10.30303,10.30303,750.303,36.9697,36.9697,3.636364,1157,671,486,33.93939,69.69697,79.39394
"06037232400","14000US06037232400","Census Tract 2324","Census Tract 2324, Los Angeles County, California","ca","140","00","ACSSF","0004611",,,,,"06","037",,,,"232400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7322,3228,175,2791,0,108,0,119,35,0,35,4094,1605,0,0,0,0,2385,104,72,32,336.9697,262.4243,54.54546,273.9394,10.30303,86.66666,10.30303,70.90909,27.87879,10.30303,27.87879,314.5454,282.4243,10.30303,10.30303,10.30303,10.30303,360,85.45454,69.69697,20,1926,899,1027,64.84849,61.21212,79.39394
"06037232500","14000US06037232500","Census Tract 2325","Census Tract 2325, Los Angeles County, California","ca","140","00","ACSSF","0004612",,,,,"06","037",,,,"232500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4700,1723,7,1618,0,41,0,5,52,27,25,2977,1419,58,0,0,0,1489,11,0,11,458.1818,175.1515,6.666667,176.3636,7.272727,39.39394,7.272727,4.848485,28.48485,19.39394,13.93939,478.1818,495.1515,32.72727,7.272727,7.272727,7.272727,289.697,11.51515,7.272727,11.51515,1453,686,767,36.9697,76.36364,76.9697
"06037232600","14000US06037232600","Census Tract 2326","Census Tract 2326, Los Angeles County, California","ca","140","00","ACSSF","0004613",,,,,"06","037",,,,"232600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6339,1723,102,1574,0,47,0,0,0,0,0,4616,1946,0,19,0,0,2568,83,43,40,332.1212,170.303,50.90909,170.9091,10.30303,41.81818,10.30303,10.30303,10.30303,10.30303,10.30303,328.4849,394.5454,10.30303,19.39394,10.30303,10.30303,340,40.60606,20.60606,35.15152,1904,905,999,36.36364,89.09091,98.78788
"06037232700","14000US06037232700","Census Tract 2327","Census Tract 2327, Los Angeles County, California","ca","140","00","ACSSF","0004614",,,,,"06","037",,,,"232700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6588,1425,46,1240,0,66,0,73,0,0,0,5163,2598,16,233,0,0,2102,214,214,0,384.8485,200.6061,24.84848,193.3333,10.30303,55.75758,10.30303,46.06061,10.30303,10.30303,10.30303,416.9697,447.8788,15.15152,222.4242,10.30303,10.30303,304.8485,127.8788,127.8788,10.30303,1586,601,985,43.63636,66.06061,69.69697
"06037232800","14000US06037232800","Census Tract 2328","Census Tract 2328, Los Angeles County, California","ca","140","00","ACSSF","0004615",,,,,"06","037",,,,"232800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4086,417,18,361,4,0,0,20,14,0,14,3669,1739,11,0,0,0,1856,63,7,56,192.7273,70.30303,12.72727,61.21212,11.51515,7.272727,7.272727,16.9697,7.878788,7.272727,7.878788,210.303,184.8485,10.90909,7.272727,7.272727,7.272727,241.8182,51.51515,5.454545,51.51515,965,299,666,24.24242,33.93939,38.18182
